LocalOrderCode;ProductId;Description;Description DE;Price;Weight;DiscountFamilyGroup
PBWF1236;1STQ002221B0000;KIT BOT.W/O PLINTH TWIN W1250 D300;KIT BOD.OHNE SOCKEL TWINLINE B1250 D300;67.43;4.6;Missing
PBWF1256;1STQ002222B0000;KIT BOT.W/O PLINTH TWIN W1250 D500;KIT BOD.OHNE SOCKEL TWINLINE B1250 T500;71.62;7.6;Missing
PBWF1257;1STQ002223B0000;KIT BOT.W/O PLINTH 2TWIN W1250 D500;KIT BOD.OHNE SOCK.2 REH.TWINL.B1250 T500;82.37;6.9;Missing
PBWF1276;1STQ002224B0000;KIT BOT.W/O PLINTH TWIN W1250 D700;KIT BOD.OHNE SOCKEL TWINLINE B1250 T700;79.87;10.6;Missing
PBWF1277;1STQ002225B0000;KIT BOT.W/O PLINTH 2TWIN W1250 D700;KIT BOD.OHNE SOCK.2 REH.TWINL.B1250 T700;91.85;9.9;Missing
PBWF2526;1STQ002226B0000;KIT BOT.W/O PLINTH TWIN W250 D200;KIT BOD.OHNE SOCKEL TWINLINE B250 D200;26.85;0.7;Missing
PBWF2536;1STQ002227B0000;KIT BOT.W/O PLINTH TWIN W250 D300;KIT BOD.OHNE SOCKEL TWINLINE B250 D300;28.91;1.1;Missing
PBWF2556;1STQ002228B0000;KIT BOT.W/O PLINTH TWIN W250 D500;KIT BOD.OHNE SOCKEL TWINLINE B250 T500;31.8;1.9;Missing
PBWF2557;1STQ002229B0000;KIT BOT.W/O PLINTH 2TWIN W250 D500;KIT BOD.OHNE SOCK.2 REH.TWINL.B250 T500;36.57;1.8;Missing
PBWF2576;1STQ002230B0000;KIT BOT.W/O PLINTH TWIN W250 D700;KIT BOD.OHNE SOCKEL TWINLINE B250 T700;35.36;2.7;Missing
PBWF2577;1STQ002231B0000;KIT BOT.W/O PLINTH 2TWIN W250 D700;KIT BOD.OHNE SOCK.2 REH.TWINL.B250 T700;40.66;2.6;Missing
PBWF3056;1STQ002232B0000;KIT BOT.W/O PLINTH TWIN W/D300 D/W500;KIT BOD.OHNE SOCK.TWINLINE W/D300 D/B500;32.45;2.0;Missing
PBWF5026;1STQ002233B0000;KIT BOT.W/O PLINTH TWIN W500 D200;KIT BOD.OHNE SOCKEL TWINLINE B500 D200;28.91;1.3;Missing
PBWF5050;1STQ002234B0000;KIT BOT.W/O PLINTH TWIN W500 D500;KIT BOD.OHNE SOCKEL TWINLINE B500 T500;35.39;3.2;Missing
PBWF5051;1STQ002235B0000;KIT BOT.W/O PLINTH TRILINE  W500 D500;KIT BOD.OHNE SOCKEL TRILINE B500 T500;45.32;3.1;Missing
PBWF5057;1STQ002236B0000;KIT BOT.W/O PLINTH 2TWIN W500 D500;KIT BOD.OHNE SOCK.2 REH.TWINL.B500 T500;40.69;2.3;Missing
PBWF5076;1STQ002237B0000;KIT BOT.W/O PLINTH TWIN W500 D700;KIT BOD.OHNE SOCKEL TWINLINE B500 T700;45.2;4.5;Missing
PBWF5077;1STQ002238B0000;KIT BOT.W/O PLINTH 2TWIN W500 D700;KIT BOD.OHNE SOCK.2 REH.TWINL.B500 T700;51.98;4.0;Missing
PBWF7526;1STQ002239B0000;KIT BOT.W/O PLINTH TWIN W750 D200;KIT BOD.OHNE SOCKEL TWINLINE B750 D200;35.66;1.6;Missing
PBWF7536;1STQ002240B0000;KIT BOT.W/O PLINTH TWIN W750 D300;KIT BOD.OHNE SOCKEL TWINLINE B750 D300;38.33;2.5;Missing
PBWF7556;1STQ002241B0000;KIT BOT.W/O PLINTH TWIN W750 D500;KIT BOD.OHNE SOCKEL TWINLINE B750 T500;45.2;4.3;Missing
PBWF7557;1STQ002242B0000;KIT FON.NO ZOC.2 FI. TWINLINE L750 P500;KIT BOD.OHNE SOCK.2 REH.TWINL.B750 T500;51.98;3.8;Missing
PBWF7576;1STQ002243B0000;KIT BOT.W/O PLINTH TWIN W750 D700;KIT BOD.OHNE SOCKEL TWINLINE B750 T700;50.41;6.1;Missing
PBWF7577;1STQ002244B0000;KIT BOT.W/O PLINTH 2TWIN W750 D700;KIT BOD.OHNE SOCKEL 2 REH.TWIN.B750 T700;57.97;5.5;Missing
PBWP1020;1STQ002245B0000;KIT BOT.WITH-OUT PLINTH W=1000MM D=200MM;KIT BOD.OHNE SOCKEL B1000 D200;53.21;3.1;Missing
PBWP1030;1STQ007196A0000;KIT BOT.WITH-OUT PLINTH W1000MM D=300MM;KIT BODEN MIT/OHNE SOC.B=1000MM T=300MM;60.28;4.8;Missing
PBWP1050;1STQ007197A0000;KIT BOT.WITH-OUT PLINTH W1000MM D=500MM;KIT BODEN MIT/OHNE SOC.B=1000MM T=500MM;63.48;7.3;Missing
PBWP1070;1STQ007198A0000;KIT BOT.WITH-OUT PLINTH W1000MM D=700MM;KIT BODEN MIT/OHNE SOC.B=1000MM T=700MM;72.39;9.6;Missing
PBWP1220;1STQ002246B0000;KIT BOT.WITH-OUT PLINTH W=1250MM D=200MM;KIT BOTTOM OHNE SOCKEL B1250 D200;57.45;3.9;Missing
PBWP1230;1STQ007200A0000;KIT BOT.WITH-OUT PLINTH W=1250MM D=300MM;KIT BODEN MIT/OHNE SOC.B=1250MM T=300MM;66.04;5.4;Missing
PBWP1250;1STQ007201A0000;KIT BOT.WITH-OUT PLINTH W=1250MM D=500MM;KIT BODEN MIT/OHNE SOC.B=1250MM T=500MM;70.15;9.6;Missing
PBWP1270;1STQ007202A0000;KIT BOT.WITH-OUT PLINTH W=1250MM D=700MM;KIT BODEN MIT/OHNE SOC.B=1250MM T=700MM;78.22;13.0;Missing
PBWP2520;1STQ001279B0000;KIT BOT.WITH-OUT PLINTH W=250MM D=200MM;KIT BODEN MIT/OHNE SOC.B=250MM T=200MM;26.3;1.2;Missing
PBWP2530;1STQ007168A0000;KIT BOT. WITH-OUT PLINTH W=250MM D=300MM;KIT BODEN MIT/OHNE SOC. B=250MM T=300MM;28.31;1.4;Missing
PBWP2550;1STQ007169A0000;KIT BOT.WITH-OUT PLINTH W=250MM D=500MM;KIT BODEN MIT/OHNE SOC. B=250MM T=500MM;31.14;2.2;Missing
PBWP2570;1STQ007170A0000;KIT BOT.WITH-OUT PLINTH W=250MM D=700MM;KIT BODEN MIT/OHNE SOC. B=250MM T=700MM;34.63;3.0;Missing
PBWP3050;1STQ007173A0000;KIT BOT.WITH-OUT PLIN. W/D300MM D/W500MM;KIT BODEN MIT/OHNE SO.B/T300MM T/B=500MM;31.78;2.7;Missing
PBWP5020;1STQ001297B0000;KIT BOT.WITH-OUT PLINTH W=500MM D=200MM;KIT BODEN MIT/OHNE SOC.B=500MM T=200MM;28.31;1.9;Missing
PBWP5050;1STQ007181A0000;KIT BOT.WITH-OUT PLINTH W=500MM D=500MM;KIT BODEN MIT/OHNE SOC.B=500MM T=500MM;34.66;3.8;Missing
PBWP5070;1STQ007182A0000;KIT BOT.WITH-OUT PLINTH W=500MM D=700MM;KIT BODEN MIT/OHNE SOC.B=500MM T=700MM;44.27;5.1;Missing
PBWP7520;1STQ001313B0000;KIT BOT.WITH-OUT PLINTH W=750MM D=200MM;KIT BODEN MIT/OHNE SOC.B=750MM T=200MM;34.92;2.7;Missing
PBWP7530;1STQ007188A0000;KIT BOT WITH-OUT PLINTHW=750MM D=300MM;KIT BODEN MIT/OHNE SOC.B=750MM T=300MM;37.54;3.7;Missing
PBWP7550;1STQ007189A0000;KIT BOT.WITH-OUT PLINTH W=750MM D=500MM;KIT BODEN MIT/OHNE SOC.B=750MM T=500MM;44.27;5.4;Missing
PBWP7570;1STQ007190A0000;KIT BOT.WITH-OUT PLINTH W=750MM D=700MM;KIT BODEN MIT/OHNE SOC.B=750MM T=700MM;49.37;7.5;Missing
PCEE1160;1STQ002247B0000;1600A ENERGY DISTRIBUTION CONN. BB SIDE;1600A ENERGY DISTR.VERBINDUNG SCHI.SEIT;0;23.9;Missing
PCEE2200;1STQ002249B0000;2000A ENERGY DISTRIBUTION CONN. BB SIDE;2000A ENERGY DISTR.VERBINDUNG SCHI.SEIT;0;11.2;Missing
PCET7125;1STQ002251B0000;1250A ENERGY DISTRIBUTION CONN. BB SIDE;1250A ENERGY DISTR.VERBINDUNG SCHI.SEIT;0;14.2;Missing
PCFM0200;1STQ007045A0000;4 GALVANIZ. SHEET CROSSPIECES D=200MM;4 VERZINKTE VERBINDUNGSTUCKE T=200MM;56.37;1.8;Missing
PCFM0250;1STQ007036A0000;4 GALVANIZ. SHEET CROSSPIECES W=250MM;4 VERZINKTE VERBINDUNGSTUCKE B=250MM;59.98;2.1;Missing
PCFM0300;1STQ007037A0000;4 GALVANIZ.SHEET CROSSPIECES W/D=300MM;4 VERZINKTE VERBINDUNGSTUCKE B/T=300MM;61.1;2.3;Missing
PCFM0500;1STQ007039A0000;4 GALVANIZ.SHEET CROSSPIECES W/D=500MM;4 VERZINKTE VERBINDUNGSTUCKE B/T=500MM;94.3;3.6;Missing
PCFM0700;1STQ007046A0000;4 GALVANIZ. SHEET CROSSPIECES D=700MM;4 VERZINKTE VERBINDUNGSTUCKE T=700MM;125.57;5.0;Missing
PCFM0750;1STQ007041A0000;4 GALVANIZ. SHEET CROSSPIECES W=750MM;4 VERZINKTE VERBINDUNGSTUCKE B=750MM;138.27;5.1;Missing
PCFM1000;1STQ007043A0000;4 GALVANIZ. SHEET CROSSPIECES W=1000MM;4 VERZINKTE VERBINDUNGSTUCKE B=1000MM;168.18;7.1;Missing
PCFM1250;1STQ007044A0000;4 GALVANIZ. SHEET CROSSPIECES W=1250MM;4 VERZINKTE VERBINDUNGSTUCKE B=1250MM;203.83;9.5;Missing
PCPA0004;1STQ008109A0000;N.4 ANGULAR PLINTH COVERS H=100MM;N.4 ECK.ABDECKPLATTEN FUR SOCKEL H=100MM;34.11;1.0;Missing
PCSS0024;1STQ009183A0000;N.24 SCREWS 1/4 TURN + WASCHERS;N.24 SCHRAUBEN 1/4 + WASCHER;47.74;0.2;Missing
PCTG1810;1STQ009928A0000;PROFILE TOUCH GUARD H=1800 W=1000;PROFILE TOUCH GUARD H=1800 B=1000;79.5;3.8;Missing
PCTG1812;1STQ001319B0000;TOUCH GUARD PROFILE H=1800 W=1250;TOUCH GUARD PROFILE H=1800 W=1250;85.5;5;Missing
PCTG1825;1STQ009368A0000;PROFILE TOUCH GUARD H=1800 B=250;PROFILE TOUCH GUARD H=1800 B=250;53;3;Missing
PCTG1850;1STQ009406A0000;PROFILE TOUCH GUARD H=1800 W=500;PROFILE TOUCH GUARD H=1800 B=500;59.5;3.2;Missing
PCTG1875;1STQ009385A0000;PROFILE TOUCH GUARD H=1800 W=750;PROFILE TOUCH GUARD H=1800 B=750;64;4;Missing
PCTG2110;1STQ002253B0000;TOUCH GUARD H2100 W1000;TOUCH GUARD H2100 W1000;79.5;4.4;Missing
PCTG2112;1STQ002254B0000;TOUCH GUARD H2100 W1250;TOUCH GUARD H2100 W1250;92.5;5.8;Missing
PCTG2125;1STQ002255B0000;TOUCH GUARD H2100 W250;TOUCH GUARD H2100 W250;60;3.2;Missing
PCTG2150;1STQ002256B0000;TOUCH GUARD H2100 W500;TOUCH GUARD H2100 W500;65.5;3.6;Missing
PCTG2175;1STQ002257B0000;TOUCH GUARD H2100 W750;TOUCH GUARD H2100 W750;70;4;Missing
PCWE1160;1STQ002248B0000;1600A ENERGY DISTRIBUTION CONN. WIR.SIDE;1600A ENERGY DISTR.VERBINDUNG KABEL.SEIT;0;16.5;Missing
PCWE2200;1STQ002250B0000;2000A ENERGY DISTRIBUTION CONN. WIR.SIDE;2000A ENERGY DISTR.VERBINDUNG KABEL.SEIT;0;25;Missing
PCWT7125;1STQ002252B0000;1250A ENERGY DISTRIBUTION CONN. WIR.SIDE;1250A ENERGY DISTR.VERBINDUNG KABEL.SEIT;0;10.5;Missing
PDFC0200;1STQ000640S0000;N.2 CROSSPIECES COMBILINE D.FRAME D=200;N.2 QUERSCHIENEN COMBILINE D.FRAME T=20;31;1;Missing
PDFC0300;1STQ000641S0000;N.2 CROSSPIECES COMBILINE D.FRAME D=300;N.2 QUERSCHIENEN COMBILINE D.FRAME T=300;33;1.2;Missing
PDFC0500;1STQ001931B0000;N.2 CROSSPIECES COMBILINE D.FRAME D=500;N.2 QUERSCHIENEN COMBILINE D.FRAME T=500;38;1.6;Missing
PDFC0700;1STQ000643S0000;N.2 CROSSPIECES COMBILINE D.FRAME D=700;N.2 QUERSCHIENEN COMBILINE D.FRAME T=700;41;2;Missing
PDLB1126;1STQ002258B0000;IP65 OVERL.BLIND DOOR H2100 W500;IP65 ÜBERLAPPEND BLIND TÜR H2100 B500;180;24.0;Missing
PDLB8126;1STQ002259B0000;IP65 OVERL.BLIND DOOR H1800 W500;IP65 ÜBERLAPPEND BLIND TÜR H1800 B500;165;22.0;Missing
PDLG1126;1STQ002547B0000;IP65 GL. OVERL.DOOR H=2100 W=500;IP65 GLAS TUR+UBERLAG. H=2100 B=500;270;24;Missing
PDLG8126;1STQ007312A0000;IP65 GL.DOOR  H=1800MM W=500MM;IP65 GLAS TUR H=1800MM B=500MM;247.5;20;Missing
PDNB1406;1STQ002260B0000;IP65 BL.DOOR X DOUB.D. H2100 W750 NO LE.;IP65 BLINDTÜR DO.TÜR H2100 B750 NO HEBEL;217.33;31.0;Missing
PDNB1506;1STQ002261B0000;IP65 BL.DOOR X DOU.D. H2100 W500 NO LE.;IP65 BLINDTÜR D.TÜR H2100 B500 NO HEBEL;180;24.0;Missing
PDNB1816;1STQ002262B0000;IP65 BLIND DOOR H1800 W1000 NO LEVER;IP65 BLINDTÜR H1800 B1000 NO HEBEL;306.32;34.5;Missing
PDNB1826;1STQ002263B0000;IP65 BLIND DOOR H1800 W250 NO LEVER;IP65 BLINDTÜR H1800 B250 NO HEBEL;113.12;15.5;Missing
PDNB1856;1STQ002264B0000;IP65 BLIND DOOR H1800 W500 NO LEVER;IP65 BLINDTÜR H1800 B500 NO HEBEL;152.21;22.0;Missing
PDNB1876;1STQ002265B0000;IP65 BLIND DOOR H1800 W750 NO LEVER;IP65 BLINDTÜR H1800 B750 NO HEBEL;194.69;28.0;Missing
PDNB2116;1STQ002266B0000;IP65 BLIND DOOR H2100 W1000 NO LEVER;IP65 BLINDTÜR H2100 B1000 NO HEBEL;332.12;38.5;Missing
PDNB2126;1STQ002267B0000;IP65 BLIND DOOR H2100 W250 NO LEVER;IP65 BLINDTÜR H2100 B250 NO HEBEL;136.71;17.0;Missing
PDNB2156;1STQ002268B0000;IP65 BLIND DOOR H2100 W500 NO LEVER;IP65 BLINDTÜR H2100 B500 NO HEBEL;168.03;24.0;Missing
PDNB2176;1STQ002269B0000;IP65 BLIND DOOR H2100 W750 NO LEVER;IP65 BLINDTÜR H2100 B750 NO HEBEL;209.95;31.0;Missing
PDNB8406;1STQ002270B0000;IP65 BL.DOOR X DOUB.D. H1800 W750 NO LE.;IP65 BLINDTÜR DOP.TÜR H1800 B750 NO HEB.;221.97;28.0;Missing
PDNB8506;1STQ002271B0000;IP65 BL.DOOR X DOU.D. H1800 W500 NO LE.;IP65 BLINDTÜR DO.TÜR H1800 B500 NO HEB.;165;22.0;Missing
PDNG1406;1STQ002272B0000;IP65 GL.DOOR X DOUB.D. H2100 W750 NO LE.;IP65 GLAS.TÜR DOP.TÜR H2100 B750 NO HEB.;326;30.5;Missing
PDNG1506;1STQ002273B0000;IP65 GL.DOOR X DOU.D. H2100 W500 NO LE.;IP65 GLAS.TÜR DO.TÜR H2100 B500 NO HEB.;270;24;Missing
PDNG1816;1STQ002274B0000;IP65 GL.DOOR 48 DIN H1800 W1000 NO LEVER;IP65 GLAS.TÜR 48 DIN H1800 B1000 NO HEB.;431.91;32.0;Missing
PDNG1856;1STQ002275B0000;IP65 GL.DOOR H1800 W500 NO LEVER;IP65 VERGLASTE TÜR H1800 B500 NO HEBEL;214.62;20.0;Missing
PDNG1876;1STQ002276B0000;IP65 GL.DOOR H1800 W750 NO LEVER;IP65 VERGLASTE TÜR H1800 B750 NO HEBEL;274.51;26.5;Missing
PDNG2116;1STQ002277B0000;IP65 GL.DOOR 48 DIN H2100 W1000 NO LEVER;IP65 SICHTTÜR 48 DIN H2100 B1000 NO HEB.;468.29;37.0;Missing
PDNG2156;1STQ002278B0000;IP65 GL.DOOR H2100 W500 NO LEVER;IP65 VERGLASTE TÜR H2100 B500 NO HEBEL;236.92;24.0;Missing
PDNG2176;1STQ002279B0000;IP65 GL.DOOR H2100 W750 NO LEVER;IP65 VERGLASTE TÜR H2100 B750 NO HEBEL;296.03;30.5;Missing
PDNG8406;1STQ002280B0000;IP65 GL.DOOR X DOUB.D. H1800 W750 NO LE.;IP65 GLAS.TÜR DOP.TÜR H1800 B750 NO HEB.;332;26.5;Missing
PDNG8506;1STQ002281B0000;IP65 GL.DOOR X DOU.D. H1800 W500 NO LE.;IP65 GLAS.TÜR DOP.TÜR H1800 B500 NO HE.;247.5;20;Missing
PEBL0004;1STQ008112A0000;N.4 STEEL LIFTING EYEBOLTS M12;N.4 STUCK TRANSPORTOSEN STAHL M12;25.91;0.7;Missing
PHDR0004;1STQ009159A0000;N.4 HINGES FOR STANDARD DOOR;N.4 SCHARNIEREN  FUR STANDARDISIERTE TUR;66.53;0.2;Missing
PHFR4180;1STQ009158A0000;N.4 HINGES WITH OPENING 180°;SCHARNIEREN MIT 180° OFFNUNGSWINKEL;92.09;0.8;Missing
PHLS0011;1STQ002282B0000;KEY LOCKABLE HANDLE LEVER;ABSCHLIEßBAREN GRIFF MIT HEBEL SCHLÜSSEL;33.45;0.2;Missing
PHLS0012;1STQ002283B0000;SEMI-CILINDER LOCKABLE HANDLE LEVER;HALB CILINDER ABSCHLIEßBAREN GRIFF HEBEL;34.32;0.2;Missing
PHLS0013;1STQ002334B0000;KEY HANDLE LEVER;GRIFF MIT HEBEL UND SCHLÜSSEL;28.58;0.5;Missing
PIDH0010;1STQ008118A0000;DOUBLE BIT INSERT;DOPPELTBART-EINSATZ VERSCHLUSSE;18.5;0.3;Missing
PIEH0008;1STQ008121A0000;SOCKET HEAD INSERT 8MM FOR ST.LS.HANDLE;EINSATZ INNENSECHSKANT 8MM ST.GRIFF;21.49;0.2;Missing
PIFH0020;1STQ008122A0000;FIST (FIAT) TYPE INSERT;FIST (FIAT) TYP EINSATZ;21.49;0.2;Missing
PIRH0405;1STQ008123A0000;RONIS INSERT 405 AND KEY STAND.LS.HANDLE;RONIS EINSATZ 405+SCHLUSS.STAND.LS.GRIFF;9.5;0.2;Missing
PIRH0455;1STQ008124A0000;RONIS INSERT 455 AND KEY STAND.LS.HANDLE;RONIS EINSATZ 455+SCHLUSS.STAND.LS.GRIFF;10.39;0.2;Missing
PIRH1242;1STQ008125A0000;RONIS INSERT 1242 +KEY STAND.LS.HANDLE;RONIS EINSATZ 1242 SCHLUS.STAND.LS.GRIFF;10.75;0.2;Missing
PIRH2432;1STQ002030B0000;RONIS INSERT 2432E + KEY STAND.LS.HANDLE;RONIS EINS. 2432E+SCHLÜSS.STAND.LS.GRIFF;19.78;0.2;Missing
PISH0007;1STQ008120A0000;SQUARE-SHAPED MALE INSERT 7 MM HANDLE;VIERKANT STIFTEINSATZ 7MM STAND.LS.GRIFF;81.74;0.2;Missing
PITH0064;1STQ008119A0000;TRIANGLE-SHAPED MALE INSERT 6,4MM HANDLE;DREIECKIGE STIFTEINSATZ 6,4MMST.LS.GRIFF;21.49;0.2;Missing
PLINTH;1STQ001001M0000;CORNER PLINTHS WITH FLANGES 250X200;SOCKELECKEN MIT FLANSCHEN 250X200;74.22;5.8;Missing
PLINTH;1STQ001002M0000;CORNER PLINTHS WITH FLANGES 250X300;SOCKELECKEN MIT FLANSCHEN 250X300;77.34;6.1;Missing
PLINTH;1STQ001003M0000;CORNER PLINTHS WITH FLANGES 250X500;SOCKELECKEN MIT FLANSCHEN 250X500;78.91;6.8;Missing
PLINTH;1STQ001004M0000;CORNER PLINTHS WITH FLANGES 250X700;SOCKELECKEN MIT FLANSCHEN 250X700;87.5;7.5;Missing
PLINTH;1STQ001005M0000;CORNER PLINTHS WITH FLANGES 500X200;SOCKELECKEN MIT FLANSCHEN 500X200;77.34;6.7;Missing
PLINTH;1STQ001006M0000;CORNER PLINTHS WITH FLANGES 500X300;SOCKELECKEN MIT FLANSCHEN 500X300;80.47;7;Missing
PLINTH;1STQ001007M0000;CORNER PLINTHS WITH FLANGES 500X500;SOCKELECKEN MIT FLANSCHEN 500X500;82.03;7.7;Missing
PLINTH;1STQ001008M0000;CORNER PLINTHS WITH FLANGES 500X700;SOCKELECKEN MIT FLANSCHEN 500X700;87.51;8.4;Missing
PLINTH;1STQ001009M0000;CORNER PLINTHS WITH FLANGES 750X200;SOCKELECKEN MIT FLANSCHEN 750X200;83.59;7.5;Missing
PLINTH;1STQ001010M0000;CORNER PLINTHS WITH FLANGES 750X300;SOCKELECKEN MIT FLANSCHEN 750X300;86.72;7.8;Missing
PLINTH;1STQ001011M0000;CORNER PLINTHS WITH FLANGES 750X500;SOCKELECKEN MIT FLANSCHEN 750X500;88.28;8.5;Missing
PLINTH;1STQ001012M0000;CORNER PLINTHS WITH FLANGES 750X700;SOCKELECKEN MIT FLANSCHEN 750X700;93.75;9.2;Missing
PLINTH;1STQ001013M0000;CORNER PLINTHS WITH FLANGES 1000X200;SOCKELECKEN MIT FLANSCHEN 1000X200;88.28;8.4;Missing
PLINTH;1STQ001014M0000;CORNER PLINTHS WITH FLANGES 1000X300;SOCKELECKEN MIT FLANSCHEN 1000X300;91.41;8.7;Missing
PLINTH;1STQ001015M0000;CORNER PLINTHS WITH FLANGES 1000X500;SOCKELECKEN MIT FLANSCHEN 1000X500;92.97;9.4;Missing
PLINTH;1STQ001016M0000;CORNER PLINTHS WITH FLANGES 1000X700;SOCKELECKEN MIT FLANSCHEN 1000X700;98.44;10.1;Missing
PLINTH;1STQ001017M0000;CORNER PLINTHS WITH FLANGES 1250X200;SOCKELECKEN MIT FLANSCHEN 1250X200;108.59;10.1;Missing
PLINTH;1STQ001018M0000;CORNER PLINTHS WITH FLANGES 1250X300;SOCKELECKEN MIT FLANSCHEN 1250X300;111.72;10.4;Missing
PLINTH;1STQ001019M0000;CORNER PLINTHS WITH FLANGES 1250X500;SOCKELECKEN MIT FLANSCHEN 1250X500;113.28;11.1;Missing
PLINTH;1STQ001020M0000;CORNER PLINTHS WITH FLANGES 1250X700;SOCKELECKEN MIT FLANSCHEN 1250X700;118.75;11.8;Missing
PPAM0100;1STQ007048A0000;4 GALV. SHEET CORNERS PLINTH  H=100MM;4 VERZINKTE SOCKELECKEN H=100MM;47.66;3.7;Missing
PPAM0200;1STQ007207A0000;8 GALV. SHEET CORNERS PLINTH  H=200MM;8 VERZINKTE SOCKELECKEN H=200MM;97.36;7.4;Missing
PPEB1816;1STQ007585A0000;IP65 EXTERNAL PANEL H=1800MM W=1000MM;IP65 AUSSER.ABDECKPLAT.H=1800MM B=1000MM;105;30.0;Missing
PPEB1825;1STQ007576A0000;IP65 EXTERNAL PANEL H=1800MM W=250MM;IP65 AUSSER.ABDECKPLAT.H=1800MM B=250MM;57.28;9.5;Missing
PPEB1826;1STQ007575A0000;IP65 EXTERNAL POWER H=1800MM D=200MM;IP65 AUSSER.ABDECKPLAT.H=1800MM T=200MM;50.31;8.5;Missing
PPEB1836;1STQ007577A0000;IP65 EXTERNAL PANEL H=1800MM W/D=300MM;IP65 AUSSER.ABDECKPL.H=1800MM B/T=300MM;62.31;11.0;Missing
PPEB1856;1STQ007579A0000;IP65 EXTERNAL PANEL H=1800MM W/D=500MM;IP65 AUSSER.ABDECKPL.H=1800MM B/T=500MM;68.57;16.0;Missing
PPEB1875;1STQ007582A0000;IP65 EXTERNAL PANEL H=1800MM W=750MM;IP65 AUSSER.ABDECKPLAT.H=1800MM B=750MM;85.42;22.5;Missing
PPEB1876;1STQ007581A0000;IP65 EXTERNAL PANEL H=1800MM D=700MM;IP65 AUSSER.ABDECKPLAT.H=1800MM T=700MM;81.32;21.5;Missing
PPEB2116;1STQ002284B0000;IP65 EXTERNAL PANEL H=2100MM W=1000MM;IP65 AUSSEN PLATTE H=2100MM B1000MM;115;33.0;Missing
PPEB2125;1STQ007599A0000;IP65 EXTERNAL PANEL H=2100MM W=250MM;IP65 AUSSER.ABDECKPLAT.H=2100MM B=250MM;69.22;11.0;Missing
PPEB2126;1STQ002285B0000;IP65 EXTERNAL PANEL H=2100MM D=200MM;IP65 EXTERN PLATTE H=2100MM T200MM;63.71;10.0;Missing
PPEB2136;1STQ002286B0000;IP65 EXTERNAL PANEL H=2100MM W/D=300MM;IP65 AUSSEN PLATTE H=2100MM W/T300MM;73.26;12.0;Missing
PPEB2156;1STQ002287B0000;IP65 EXTERNAL PANEL H=2100MM W/D=500MM;IP65 AUSSEN PLATTE H=2100MM W/T500MM;75.7;19.0;Missing
PPEB2175;1STQ007603A0000;IP65 EXTERNAL PANEL H=2100MM W=750MM;IP65 AUSSER.ABDECKPLAT.H=2100MM B=750MM;91.86;26.0;Missing
PPEB2176;1STQ002288B0000;IP65 EXTERNAL PANEL H=2100MM D=700MM;IP65 AUSSEN PLATTE H=2100MM T700MM;88.44;24.5;Missing
PPFH0250;1STQ009378A0000;N.2 HORIZONTAL PROFILES IP31 W=250MM;N.2 HOR./QUERPROFILE IP31 B=250MM;34;1.2;Missing
PPFH0500;1STQ009416A0000;N.2 HORIZONTAL PROFILES IP31 W=500MM;N.2 HOR./QUERPROFILE IP31 B=500MM;38;1.7;Missing
PPFH0750;1STQ009398A0000;N.2 HORIZONTAL PROFILES IP31 W=750MM;N.2 HOR./QUERPROFILE IP31 B=750MM;44;2.2;Missing
PPFH1000;1STQ008057A0000;2 IP31 HORIZONTAL PROFILE W=1000MM;2 IP31 HORIZ. PROFILEN B=1000MM;50;2.8;Missing
PPFH1250;1STQ008058A0000;2 IP31 HORIZONTAL PROFILE W=1250MM;2 IP31 HORIZ. PROFILEN B=1250MM;57;3.3;Missing
PPFM1010;1STQ007056A0000;2 F/R PLINTH FLANGES H=100MM W=1000MM;2 SOCKELLEISTEN H=100MM B=1000MM;28.13;3.7;Missing
PPFM1020;1STQ007058A0000;2 SIDE PLINTH FLANGES H=100MM D=200MM;2 SEITLICHE SOCKELLEISTEN H100MM T=200MM;12.5;1.0;Missing
PPFM1025;1STQ007049A0000;2 F/R PLINTH FLANGES H=100MM W=250MM;2 SOCKELLEISTEN H=100MM B=250MM;14.07;1.1;Missing
PPFM1030;1STQ007050A0000;2 F/R/S PLINTH FLANGES H=100MM W/D=300MM;2 SOCKELLEISTEN H=100MM B/T=300MM;15.63;1.3;Missing
PPFM1050;1STQ007052A0000;2 F/R/S PLINTH FLANGES H=100MM W/D=500MM;2 SOCKELLEISTEN H=100MM B/T=500MM;17.19;2.0;Missing
PPFM1070;1STQ007059A0000;2 SIDE PLINTH FLANGES H=100MM D=700MM;2 SEITLICHE SOCKELLEISTEN H100MM T=700MM;22.66;2.7;Missing
PPFM1075;1STQ007054A0000;2 F/R PLINTH FLANGES H=100MM W=750MM;2 SOCKELLEISTEN H=100MM B=750MM;23.44;2.8;Missing
PPFM1250;1STQ007057A0000;4 F/R PLINTH FLANGES H=100MM W=1250MM;4 SOCKELLEISTEN H=100MM B=1250MM;29.69;2.3;Missing
PPFV1800;1STQ008059A0000;2 IP31 VERTICAL PROFILE H=1800MM;2 IP31VERT. PROFILEN H=1800MM;100;4.5;Missing
PPFV2100;1STQ002289B0000;N.2 IP31 VERTICAL PROFILE H=2100MM;N.2 IP31 HÖHENPROFIL H=2100MM;108;5.4;Missing
PPIM0100;1STQ007208A0000;2 GALV.SHEET INTERM. PLINTHS  H=100MM;2 VERZINKTE VERBINDUNGGSSOCKEL H=100MM;18.75;3.1;Missing
