ProductId;LocalOrderCode;HasGraphicalItem;Description;Price;weight;UnitOfMeasure;Quantity;Accessory;;;;;;;;;;;;;;;;;
1SDA071603R1;1SDA071603R1;1;E2.2H 1250 Ekip Dip LSIG 4p F HR;8571;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071604R1;1SDA071604R1;1;E2.2H 1250 Ekip Touch LI 4p F HR;7878;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071605R1;1SDA071605R1;1;E2.2H 1250 Ekip Touch LSI 4p F HR;7989;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071606R1;1SDA071606R1;1;E2.2H 1250 Ekip Touch LSIG 4p F HR;9056;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071607R1;1SDA071607R1;1;E2.2H 1250 Ekip G Touch LSIG 4p F HR;11497;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071608R1;1SDA071608R1;1;E2.2H 1250 Ekip Hi-Touch LSI 4p F HR;11758;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071609R1;1SDA071609R1;1;E2.2H 1250 Ekip Hi-Touch LSIG 4p F HR;12616;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071610R1;1SDA071610R1;1;E2.2H 1250 Ekip G Hi-Touch LSIG 4p F HR;12450;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071611R1;1SDA071611R1;1;E2.2B 1600 Ekip Dip LI 4p F HR;8809;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071612R1;1SDA071612R1;1;E2.2B 1600 Ekip Dip LSI 4p F HR;8925;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071613R1;1SDA071613R1;1;E2.2B 1600 Ekip Dip LSIG 4p F HR;9827;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071614R1;1SDA071614R1;1;E2.2B 1600 Ekip Touch LI 4p F HR;9100;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071615R1;1SDA071615R1;1;E2.2B 1600 Ekip Touch LSI 4p F HR;9216;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071616R1;1SDA071616R1;1;E2.2B 1600 Ekip Touch LSIG 4p F HR;10335;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071617R1;1SDA071617R1;1;E2.2B 1600 Ekip G Touch LSIG 4p F HR;12657;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071618R1;1SDA071618R1;1;E2.2B 1600 Ekip Hi-Touch LSI 4p F HR;13172;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071619R1;1SDA071619R1;1;E2.2B 1600 Ekip Hi-Touch LSIG 4p F HR;14074;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071620R1;1SDA071620R1;1;E2.2B 1600 Ekip G Hi-Touch LSIG 4p F HR;13615;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071621R1;1SDA071621R1;1;E2.2N 1600 Ekip Dip LI 4p F HR;9235;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071622R1;1SDA071622R1;1;E2.2N 1600 Ekip Dip LSI 4p F HR;9347;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071623R1;1SDA071623R1;1;E2.2N 1600 Ekip Dip LSIG 4p F HR;10206;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071624R1;1SDA071624R1;1;E2.2N 1600 Ekip Touch LI 4p F HR;9513;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071625R1;1SDA071625R1;1;E2.2N 1600 Ekip Touch LSI 4p F HR;9624;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071626R1;1SDA071626R1;1;E2.2N 1600 Ekip Touch LSIG 4p F HR;10690;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071627R1;1SDA071627R1;1;E2.2N 1600 Ekip G Touch LSIG 4p F HR;13033;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071628R1;1SDA071628R1;1;E2.2N 1600 Ekip Hi-Touch LSI 4p F HR;13393;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071629R1;1SDA071629R1;1;E2.2N 1600 Ekip Hi-Touch LSIG 4p F HR;14251;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071630R1;1SDA071630R1;1;E2.2N 1600 Ekip G Hi-Touch LSIG 4p F HR;13992;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071631R1;1SDA071631R1;1;E2.2S 1600 Ekip Dip LI 4p F HR;10488;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071632R1;1SDA071632R1;1;E2.2S 1600 Ekip Dip LSI 4p F HR;10597;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071633R1;1SDA071633R1;1;E2.2S 1600 Ekip Dip LSIG 4p F HR;11456;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071634R1;1SDA071634R1;1;E2.2S 1600 Ekip Touch LI 4p F HR;10765;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071635R1;1SDA071635R1;1;E2.2S 1600 Ekip Touch LSI 4p F HR;10875;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071636R1;1SDA071636R1;1;E2.2S 1600 Ekip Touch LSIG 4p F HR;11942;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071637R1;1SDA071637R1;1;E2.2S 1600 Ekip G Touch LSIG 4p F HR;14209;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071638R1;1SDA071638R1;1;E2.2S 1600 Ekip Hi-Touch LSI 4p F HR;14644;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071639R1;1SDA071639R1;1;E2.2S 1600 Ekip Hi-Touch LSIG 4p F HR;15502;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071640R1;1SDA071640R1;1;E2.2S 1600 Ekip G Hi-Touch LSIG 4p F HR;15168;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071641R1;1SDA071641R1;1;E2.2H 1600 Ekip Dip LI 4p F HR;11609;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071642R1;1SDA071642R1;1;E2.2H 1600 Ekip Dip LSI 4p F HR;11725;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071643R1;1SDA071643R1;1;E2.2H 1600 Ekip Dip LSIG 4p F HR;12627;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071644R1;1SDA071644R1;1;E2.2H 1600 Ekip Touch LI 4p F HR;11900;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071645R1;1SDA071645R1;1;E2.2H 1600 Ekip Touch LSI 4p F HR;12016;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071646R1;1SDA071646R1;1;E2.2H 1600 Ekip Touch LSIG 4p F HR;13135;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071647R1;1SDA071647R1;1;E2.2H 1600 Ekip G Touch LSIG 4p F HR;15288;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071648R1;1SDA071648R1;1;E2.2H 1600 Ekip Hi-Touch LSI 4p F HR;15973;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071649R1;1SDA071649R1;1;E2.2H 1600 Ekip Hi-Touch LSIG 4p F HR;16875;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071650R1;1SDA071650R1;1;E2.2H 1600 Ekip G Hi-Touch LSIG 4p F HR;16246;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071651R1;1SDA071651R1;1;E2.2B 2000 Ekip Dip LI 4p F HR;10476;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071652R1;1SDA071652R1;1;E2.2B 2000 Ekip Dip LSI 4p F HR;10587;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071653R1;1SDA071653R1;1;E2.2B 2000 Ekip Dip LSIG 4p F HR;11446;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071654R1;1SDA071654R1;1;E2.2B 2000 Ekip Touch LI 4p F HR;10752;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071655R1;1SDA071655R1;1;E2.2B 2000 Ekip Touch LSI 4p F HR;10864;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071656R1;1SDA071656R1;1;E2.2B 2000 Ekip Touch LSIG 4p F HR;11931;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071657R1;1SDA071657R1;1;E2.2B 2000 Ekip G Touch LSIG 4p F HR;14199;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071658R1;1SDA071658R1;1;E2.2B 2000 Ekip Hi-Touch LSI 4p F HR;14632;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071659R1;1SDA071659R1;1;E2.2B 2000 Ekip Hi-Touch LSIG 4p F HR;15491;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071660R1;1SDA071660R1;1;E2.2B 2000 Ekip G Hi-Touch LSIG 4p F HR;15158;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071661R1;1SDA071661R1;1;E2.2N 2000 Ekip Dip LI 4p F HR;10695;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071662R1;1SDA071662R1;1;E2.2N 2000 Ekip Dip LSI 4p F HR;10805;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071663R1;1SDA071663R1;1;E2.2N 2000 Ekip Dip LSIG 4p F HR;11665;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071664R1;1SDA071664R1;1;E2.2N 2000 Ekip Touch LI 4p F HR;10972;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071665R1;1SDA071665R1;1;E2.2N 2000 Ekip Touch LSI 4p F HR;11081;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071666R1;1SDA071666R1;1;E2.2N 2000 Ekip Touch LSIG 4p F HR;12149;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071667R1;1SDA071667R1;1;E2.2N 2000 Ekip G Touch LSIG 4p F HR;14405;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071668R1;1SDA071668R1;1;E2.2N 2000 Ekip Hi-Touch LSI 4p F HR;14851;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071669R1;1SDA071669R1;1;E2.2N 2000 Ekip Hi-Touch LSIG 4p F HR;15710;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071670R1;1SDA071670R1;1;E2.2N 2000 Ekip G Hi-Touch LSIG 4p F HR;15363;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071671R1;1SDA071671R1;1;E2.2S 2000 Ekip Dip LI 4p F HR;12094;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071672R1;1SDA071672R1;1;E2.2S 2000 Ekip Dip LSI 4p F HR;12205;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071673R1;1SDA071673R1;1;E2.2S 2000 Ekip Dip LSIG 4p F HR;13065;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071674R1;1SDA071674R1;1;E2.2S 2000 Ekip Touch LI 4p F HR;12372;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071675R1;1SDA071675R1;1;E2.2S 2000 Ekip Touch LSI 4p F HR;12481;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071676R1;1SDA071676R1;1;E2.2S 2000 Ekip Touch LSIG 4p F HR;13548;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071677R1;1SDA071677R1;1;E2.2S 2000 Ekip G Touch LSIG 4p F HR;15719;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071678R1;1SDA071678R1;1;E2.2S 2000 Ekip Hi-Touch LSI 4p F HR;16250;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071679R1;1SDA071679R1;1;E2.2S 2000 Ekip Hi-Touch LSIG 4p F HR;17110;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071680R1;1SDA071680R1;1;E2.2S 2000 Ekip G Hi-Touch LSIG 4p F HR;16677;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071681R1;1SDA071681R1;1;E2.2H 2000 Ekip Dip LI 4p F HR;12780;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071682R1;1SDA071682R1;1;E2.2H 2000 Ekip Dip LSI 4p F HR;12890;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071683R1;1SDA071683R1;1;E2.2H 2000 Ekip Dip LSIG 4p F HR;13749;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071684R1;1SDA071684R1;1;E2.2H 2000 Ekip Touch LI 4p F HR;13057;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071685R1;1SDA071685R1;1;E2.2H 2000 Ekip Touch LSI 4p F HR;13167;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071686R1;1SDA071686R1;1;E2.2H 2000 Ekip Touch LSIG 4p F HR;14234;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071687R1;1SDA071687R1;1;E2.2H 2000 Ekip G Touch LSIG 4p F HR;16364;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071688R1;1SDA071688R1;1;E2.2H 2000 Ekip Hi-Touch LSI 4p F HR;16936;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071689R1;1SDA071689R1;1;E2.2H 2000 Ekip Hi-Touch LSIG 4p F HR;17795;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071690R1;1SDA071690R1;1;E2.2H 2000 Ekip G Hi-Touch LSIG 4p F HR;17321;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071691R1;1SDA071691R1;1;E2.2N 2500 Ekip Dip LI 4p F HR;14931;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071692R1;1SDA071692R1;1;E2.2N 2500 Ekip Dip LSI 4p F HR;15042;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071693R1;1SDA071693R1;1;E2.2N 2500 Ekip Dip LSIG 4p F HR;15902;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071694R1;1SDA071694R1;1;E2.2N 2500 Ekip Touch LI 4p F HR;15209;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071695R1;1SDA071695R1;1;E2.2N 2500 Ekip Touch LSI 4p F HR;15319;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071696R1;1SDA071696R1;1;E2.2N 2500 Ekip Touch LSIG 4p F HR;16387;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071697R1;1SDA071697R1;1;E2.2N 2500 Ekip G Touch LSIG 4p F HR;18386;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071698R1;1SDA071698R1;1;E2.2N 2500 Ekip Hi-Touch LSI 4p F HR;19088;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071699R1;1SDA071699R1;1;E2.2N 2500 Ekip Hi-Touch LSIG 4p F HR;19947;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071700R1;1SDA071700R1;1;E2.2N 2500 Ekip G Hi-Touch LSIG 4p F HR;19344;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071701R1;1SDA071701R1;1;E2.2S 2500 Ekip Dip LI 4p F HR;15808;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071702R1;1SDA071702R1;1;E2.2S 2500 Ekip Dip LSI 4p F HR;15918;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071703R1;1SDA071703R1;1;E2.2S 2500 Ekip Dip LSIG 4p F HR;16777;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071704R1;1SDA071704R1;1;E2.2S 2500 Ekip Touch LI 4p F HR;16085;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071705R1;1SDA071705R1;1;E2.2S 2500 Ekip Touch LSI 4p F HR;16195;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071706R1;1SDA071706R1;1;E2.2S 2500 Ekip Touch LSIG 4p F HR;17262;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071707R1;1SDA071707R1;1;E2.2S 2500 Ekip G Touch LSIG 4p F HR;19209;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071708R1;1SDA071708R1;1;E2.2S 2500 Ekip Hi-Touch LSI 4p F HR;19965;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071709R1;1SDA071709R1;1;E2.2S 2500 Ekip Hi-Touch LSIG 4p F HR;20823;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071710R1;1SDA071710R1;1;E2.2S 2500 Ekip G Hi-Touch LSIG 4p F HR;20167;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071711R1;1SDA071711R1;1;E2.2H 2500 Ekip Dip LI 4p F HR;16616;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071712R1;1SDA071712R1;1;E2.2H 2500 Ekip Dip LSI 4p F HR;16726;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071713R1;1SDA071713R1;1;E2.2H 2500 Ekip Dip LSIG 4p F HR;17586;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071714R1;1SDA071714R1;1;E2.2H 2500 Ekip Touch LI 4p F HR;16893;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071715R1;1SDA071715R1;1;E2.2H 2500 Ekip Touch LSI 4p F HR;17004;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071716R1;1SDA071716R1;1;E2.2H 2500 Ekip Touch LSIG 4p F HR;18071;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071717R1;1SDA071717R1;1;E2.2H 2500 Ekip G Touch LSIG 4p F HR;19970;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071718R1;1SDA071718R1;1;E2.2H 2500 Ekip Hi-Touch LSI 4p F HR;20773;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071719R1;1SDA071719R1;1;E2.2H 2500 Ekip Hi-Touch LSIG 4p F HR;21632;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA071720R1;1SDA071720R1;1;E2.2H 2500 Ekip G Hi-Touch LSIG 4p F HR;20927;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072041R1;1SDA072041R1;1;E1.2N 250 Ekip Dip LI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072042R1;1SDA072042R1;1;E1.2N 250 Ekip Dip LSI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072043R1;1SDA072043R1;1;E1.2N 250 Ekip Dip LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072044R1;1SDA072044R1;1;E1.2N 250 Ekip Touch LI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072045R1;1SDA072045R1;1;E1.2N 250 Ekip Touch LSI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072046R1;1SDA072046R1;1;E1.2N 250 Ekip Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072047R1;1SDA072047R1;1;E1.2N 250 Ekip G Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072048R1;1SDA072048R1;1;E1.2N 250 Ekip Hi-Touch LSI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072049R1;1SDA072049R1;1;E1.2N 250 Ekip Hi-Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072050R1;1SDA072050R1;1;E1.2N 250 Ekip G Hi-Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072051R1;1SDA072051R1;1;E1.2B 630 Ekip Dip LI 3p WMP;3112;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072052R1;1SDA072052R1;1;E1.2B 630 Ekip Dip LSI 3p WMP;3280;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072053R1;1SDA072053R1;1;E1.2B 630 Ekip Dip LSIG 3p WMP;3449;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072054R1;1SDA072054R1;1;E1.2B 630 Ekip Touch LI 3p WMP;3589;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072055R1;1SDA072055R1;1;E1.2B 630 Ekip Touch LSI 3p WMP;3757;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072056R1;1SDA072056R1;1;E1.2B 630 Ekip Touch LSIG 3p WMP;4269;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072057R1;1SDA072057R1;1;E1.2B 630 Ekip G Touch LSIG 3p WMP;8496;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072058R1;1SDA072058R1;1;E1.2B 630 Ekip Hi-Touch LSI 3p WMP;6484;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072059R1;1SDA072059R1;1;E1.2B 630 Ekip Hi-Touch LSIG 3p WMP;7159;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072060R1;1SDA072060R1;1;E1.2B 630 Ekip G Hi-Touch LSIG 3p WMP;9550;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072061R1;1SDA072061R1;1;E1.2C 630 Ekip Dip LI 3p WMP;3203;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072062R1;1SDA072062R1;1;E1.2C 630 Ekip Dip LSI 3p WMP;3370;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072063R1;1SDA072063R1;1;E1.2C 630 Ekip Dip LSIG 3p WMP;3538;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072064R1;1SDA072064R1;1;E1.2C 630 Ekip Touch LI 3p WMP;3676;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072065R1;1SDA072065R1;1;E1.2C 630 Ekip Touch LSI 3p WMP;3843;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072066R1;1SDA072066R1;1;E1.2C 630 Ekip Touch LSIG 3p WMP;4349;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072067R1;1SDA072067R1;1;E1.2C 630 Ekip G Touch LSIG 3p WMP;8582;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072068R1;1SDA072068R1;1;E1.2C 630 Ekip Hi-Touch LSI 3p WMP;6543;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072069R1;1SDA072069R1;1;E1.2C 630 Ekip Hi-Touch LSIG 3p WMP;7210;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072070R1;1SDA072070R1;1;E1.2C 630 Ekip G Hi-Touch LSIG 3p WMP;9635;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072071R1;1SDA072071R1;1;E1.2N 630 Ekip Dip LI 3p WMP;3715;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072072R1;1SDA072072R1;1;E1.2N 630 Ekip Dip LSI 3p WMP;3814;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072073R1;1SDA072073R1;1;E1.2N 630 Ekip Dip LSIG 3p WMP;4589;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072074R1;1SDA072074R1;1;E1.2N 630 Ekip Touch LI 3p WMP;3965;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072075R1;1SDA072075R1;1;E1.2N 630 Ekip Touch LSI 3p WMP;4064;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072076R1;1SDA072076R1;1;E1.2N 630 Ekip Touch LSIG 3p WMP;5027;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072077R1;1SDA072077R1;1;E1.2N 630 Ekip G Touch LSIG 3p WMP;8804;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072078R1;1SDA072078R1;1;E1.2N 630 Ekip Hi-Touch LSI 3p WMP;7464;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072079R1;1SDA072079R1;1;E1.2N 630 Ekip Hi-Touch LSIG 3p WMP;8237;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072080R1;1SDA072080R1;1;E1.2N 630 Ekip G Hi-Touch LSIG 3p WMP;9856;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072081R1;1SDA072081R1;1;E1.2L 630 Ekip Dip LI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072082R1;1SDA072082R1;1;E1.2L 630 Ekip Dip LSI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072083R1;1SDA072083R1;1;E1.2L 630 Ekip Dip LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072084R1;1SDA072084R1;1;E1.2L 630 Ekip Touch LI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072085R1;1SDA072085R1;1;E1.2L 630 Ekip Touch LSI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072086R1;1SDA072086R1;1;E1.2L 630 Ekip Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072087R1;1SDA072087R1;1;E1.2L 630 Ekip G Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072088R1;1SDA072088R1;1;E1.2L 630 Ekip Hi-Touch LSI 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072089R1;1SDA072089R1;1;E1.2L 630 Ekip Hi-Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072090R1;1SDA072090R1;1;E1.2L 630 Ekip G Hi-Touch LSIG 3p WMP;0;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072091R1;1SDA072091R1;1;E1.2B 800 Ekip Dip LI 3p WMP;3366;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072092R1;1SDA072092R1;1;E1.2B 800 Ekip Dip LSI 3p WMP;3535;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072093R1;1SDA072093R1;1;E1.2B 800 Ekip Dip LSIG 3p WMP;3703;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072094R1;1SDA072094R1;1;E1.2B 800 Ekip Touch LI 3p WMP;3843;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072095R1;1SDA072095R1;1;E1.2B 800 Ekip Touch LSI 3p WMP;4012;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072096R1;1SDA072096R1;1;E1.2B 800 Ekip Touch LSIG 3p WMP;4523;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072097R1;1SDA072097R1;1;E1.2B 800 Ekip G Touch LSIG 3p WMP;8750;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072098R1;1SDA072098R1;1;E1.2B 800 Ekip Hi-Touch LSI 3p WMP;6738;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072099R1;1SDA072099R1;1;E1.2B 800 Ekip Hi-Touch LSIG 3p WMP;7414;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072100R1;1SDA072100R1;1;E1.2B 800 Ekip G Hi-Touch LSIG 3p WMP;9804;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072101R1;1SDA072101R1;1;E1.2C 800 Ekip Dip LI 3p WMP;3465;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072102R1;1SDA072102R1;1;E1.2C 800 Ekip Dip LSI 3p WMP;3633;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072103R1;1SDA072103R1;1;E1.2C 800 Ekip Dip LSIG 3p WMP;3800;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA072104R1;1SDA072104R1;1;E1.2C 800 Ekip Touch LI 3p WMP;3937;0;pcs;1;;;;;;;;;;;;;;;;;;
